nan nan
-71.004377	48.461852
-71.012297	48.461559
-71.018751	48.459505
-71.025205	48.457452
-71.031072	48.454518
-71.036939	48.451291
-71.042806	48.448358
-71.048673	48.445424
-71.055127	48.443371
-71.062168	48.441904
-71.069502	48.440731
-71.062168	48.441904
-71.054834	48.443957
-71.047793	48.444544
-71.039579	48.443957
-71.031365	48.443371
-71.023445	48.443957
-71.016404	48.445131
-71.009657	48.447184
-71.00291	48.448358
nan nan
-71.000857	46.985399
-71.00555	46.981879
-71.010831	46.978066
-71.016404	46.973665
-71.021391	46.969852
-71.025498	46.965451
-71.030779	46.961931
-71.036353	46.956651
-71.04134	46.953424
-71.046327	46.949317
-71.051314	46.945503
-71.060701	46.938463
-71.065101	46.935823
-71.067741	46.934356
-71.072142	46.931716
-71.077715	46.928489
-71.084756	46.926142
-71.090036	46.923502
-71.096784	46.920861
-71.102064	46.918515
-71.107638	46.915581
-71.113505	46.912354
-71.118492	46.908541
-71.123772	46.904727
-71.128759	46.900913
-71.13404	46.896806
-71.139027	46.893286
-71.144307	46.889473
-71.149587	46.885659
-71.155454	46.881845
-71.160441	46.878032
-71.165135	46.874805
-71.171296	46.870991
-71.176869	46.868058
-71.182443	46.864244
-71.187137	46.860137
-71.192417	46.856323
-71.197404	46.85251
-71.198577	46.846349
-71.197991	46.841069
-71.197111	46.836375
-71.200631	46.829922
-71.205031	46.825228
-71.209432	46.820534
-71.214712	46.816721
-71.219699	46.812907
-71.224099	46.80792
-71.229086	46.804106
-71.234367	46.800293
-71.239354	46.796479
-71.244634	46.792372
-71.249621	46.788559
-71.254315	46.785332
-71.259302	46.781811
-71.264876	46.778585
-71.271036	46.775651
-71.276023	46.771544
-71.280423	46.76685
-71.28541	46.763037
-71.291277	46.760103
-71.297438	46.75805
-71.303305	46.755116
-71.302718	46.749836
-71.300078	46.744849
-71.298905	46.742795
nan nan
-71.299198	46.742209
-71.291864	46.744262
-71.28541	46.746902
-71.279837	46.749249
-71.27485	46.751596
-71.268983	46.754823
-71.263115	46.757463
-71.257248	46.76069
-71.251675	46.763623
-71.245221	46.76597
-71.239647	46.768611
-71.23378	46.771544
-71.228206	46.774771
-71.222633	46.777704
-71.216472	46.779758
-71.209432	46.782398
-71.204738	46.785918
-71.198871	46.788852
-71.193884	46.792666
-71.188897	46.796773
-71.184496	46.80264
-71.181563	46.808507
-71.178336	46.815254
-71.174522	46.820828
-71.170415	46.826401
-71.166309	46.831095
-71.160735	46.835789
-71.156041	46.839016
-71.149881	46.842536
-71.14372	46.844589
-71.137853	46.846056
-71.130519	46.847523
-71.123185	46.847816
-71.115265	46.84899
-71.107638	46.848696
-71.100304	46.84899
-71.09209	46.848403
-71.083289	46.847523
-71.074195	46.846056
-71.065688	46.844296
-71.056887	46.843416
-71.048673	46.842829
-71.040459	46.842536
-71.033419	46.843709
-71.025498	46.844589
-71.018751	46.845763
-71.011711	46.847229
-71.006137	46.847816
nan nan
-79.598487	50.996434
-79.59262	50.993207
-79.586753	50.98998
-79.580593	50.987047
-79.574725	50.983526
-79.568565	50.980593
-79.562698	50.976779
-79.557711	50.973552
-79.553017	50.969739
-79.548324	50.965925
-79.543337	50.962112
-79.537469	50.958298
-79.532776	50.955071
-79.529255	50.950671
-79.524562	50.946857
-79.523095	50.941283
-79.521922	50.935416
-79.519868	50.930136
-79.516055	50.926322
-79.510187	50.923095
-79.5052	50.919282
-79.5008	50.915468
-79.495813	50.911655
-79.489946	50.907841
-79.484959	50.904614
-79.480559	50.9008
-79.475572	50.896987
-79.470878	50.893173
-79.466184	50.88936
-79.460317	50.886133
-79.45445	50.882319
-79.450637	50.878506
-79.444476	50.875279
-79.438609	50.872345
-79.435382	50.867065
-79.432742	50.862664
