nan nan
-89.498904	48.003339
-89.48893	48.003046
-89.478663	48.003632
-89.468396	48.003339
-89.458128	48.003632
-89.447861	48.003339
-89.446687	48.003926
-89.437007	48.001579
-89.427326	47.999232
-89.417645	47.996005
-89.407965	47.993952
-89.397991	47.991312
-89.388603	47.988378
-89.378923	47.986031
-89.369242	47.983684
-89.359854	47.980458
-89.356628	47.979577
-89.34548	47.984271
-89.334039	47.988671
-89.323479	47.993072
-89.311744	47.998352
-89.300597	48.002752
-89.289449	48.007153
-89.278009	48.012433
-89.266861	48.016833
-89.255714	48.021527
-89.244566	48.026514
-89.233125	48.031208
-89.221978	48.035608
-89.210537	48.040595
-89.19939	48.044995
-89.188242	48.049396
-89.176801	48.054676
-89.165947	48.059076
-89.154506	48.063477
-89.143066	48.068757
-89.131918	48.073451
-89.120771	48.077851
-89.10933	48.082838
-89.098182	48.087238
-89.087035	48.091639
-89.075594	48.096919
-89.064447	48.10132
-89.053299	48.10572
-89.041565	48.111
-89.030418	48.115694
-89.01927	48.120094
-89.008123	48.125081
-88.996682	48.129482
-88.985534	48.133882
-88.974093	48.139162
-88.962653	48.143563
-88.951799	48.147963
-88.940358	48.15295
-88.928917	48.157644
-88.917769	48.162044
-88.906329	48.167324
-88.895181	48.171725
-88.884034	48.176125
-88.872593	48.181112
-88.861445	48.185512
-88.850005	48.189913
-88.838564	48.195193
-88.827416	48.199593
-88.815975	48.204287
-88.804828	48.209274
-88.793387	48.213674
-88.78224	48.218075
-88.770799	48.223355
-88.759358	48.227755
-88.748211	48.232156
-88.737063	48.237143
-88.725622	48.241543
-88.714475	48.246237
-88.702741	48.251224
-88.691593	48.255624
-88.688366	48.257384
-88.677512	48.259144
-88.666658	48.260904
-88.656391	48.262371
-88.645537	48.264131
-88.634682	48.266771
-88.623828	48.268238
-88.613268	48.269998
-88.602707	48.271758
-88.591853	48.273225
-88.581292	48.275865
-88.570438	48.277625
-88.559584	48.279092
-88.549023	48.280852
-88.538756	48.282613
-88.527901	48.284666
-88.517341	48.286719
-88.506487	48.28848
-88.495632	48.289946
-88.485072	48.292293
-88.474218	48.29376
-88.463657	48.29552
-88.452803	48.29728
-88.442242	48.298747
-88.431388	48.301387
-88.420534	48.303147
-88.409973	48.304614
-88.399412	48.306374
-88.388558	48.308134
-88.377704	48.310188
-88.368023	48.312241
-88.358636	48.309308
-88.349249	48.305201
-88.339861	48.301387
-88.329887	48.298454
-88.3205	48.29464
-88.311406	48.290826
-88.301725	48.287013
-88.292338	48.283786
-88.282657	48.279972
-88.27327	48.276452
-88.263882	48.272638
-88.254495	48.269412
-88.245108	48.265598
-88.235427	48.261784
-88.22604	48.257971
-88.216652	48.254744
-88.206972	48.251224
-88.197878	48.247117
-88.188197	48.244183
-88.178516	48.240369
-88.169422	48.236263
-88.160035	48.232742
-88.150354	48.229515
-88.140967	48.225702
-88.13158	48.221888
-88.121899	48.218075
-88.112512	48.215141
-88.103418	48.211034
-88.09403	48.207514
-88.08435	48.2037
-88.074962	48.20018
-88.065575	48.19666
-88.056188	48.192846
-88.046507	48.189619
-88.03712	48.185806
-88.027732	48.181992
-88.018345	48.178472
-88.008958	48.174951
-87.999277	48.171138
-87.989889	48.167618
-87.980796	48.163511
-87.971115	48.160577
-87.961727	48.156763
-87.952633	48.152657
-87.942659	48.148843
-87.933272	48.145909
-87.924178	48.141802
-87.914497	48.138282
-87.90511	48.135055
-87.895723	48.131242
-87.886042	48.127428
-87.876948	48.123614
-87.867561	48.120681
-87.85788	48.116574
-87.848493	48.11276
-87.839399	48.108947
-87.829718	48.10572
-87.820331	48.101906
-87.811237	48.098093
-87.801556	48.094572
-87.792169	48.091052
-87.782781	48.087238
-87.773394	48.083718
-87.764007	48.080198
-87.754619	48.076678
